sel_phenotype,biomolecular,co_phenotype,institution,# of shared individuals,# of shared significant biomolecules (adjusted),co_phecode,shared_biomolecules,p_value
Alzheimer's disease,Free cholesterol in chylomicrons and extremely large VLDL,Hypercholesterolemia,ukb,997,202,272.11,202,0.00655333826065533
Alzheimer's disease,Leucine-rich repeat neuronal protein 1,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,14-3-3 protein epsilon,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Tight junction protein ZO-1,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Deoxycytidine kinase,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Carboxypeptidase E,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Killer cell immunoglobulin-like receptor 2DL5A,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Trem-like transcript 1 protein,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Moesin,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Tubulin-specific chaperone A,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cardiotrophin-1,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,ADP-ribosylation factor-like protein 1,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,TOMM20-like protein 1,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,DNA-directed RNA polymerases I and III subunit RPAC1,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Small nuclear ribonucleoprotein F,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Beta-soluble NSF attachment protein,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Zinc finger protein 276,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Epididymal-specific lipocalin-10,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Estrogen sulfotransferase,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,PH and SEC7 domain-containing protein 1,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Beta-defensin 119,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Nuclear receptor-binding protein,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Glutathione S-transferase Mu 1,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Protein MENT,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Interleukin-22 receptor subunit alpha-1,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Low-density lipoprotein receptor-related protein 1B,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Protein CEI,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,C-reactive protein,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Stromal interaction molecule 1,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Sorting nexin-7,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Apolipoprotein B,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cold shock domain-containing protein C2,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,N-palmitoyl-sphingosine (d18:1/16:0),Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesterol in large HDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesteryl esters in large HDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Concentration of large HDL particles,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Total lipids in large HDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Free cholesterol in large HDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Phospholipids in large HDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Ubiquitin-conjugating enzyme E2 G2,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,1-palmitoyl-2-stearoyl-GPC (16:0/18:0),Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,palmitoyl sphingomyelin (d18:1/16:0),Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Omega-3 fatty acids,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Linoleic acid,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Epididymis-specific alpha-mannosidase,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,TOM1-like protein 1,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,M-phase inducer phosphatase 2,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Adhesion G-protein coupled receptor F1,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,CUB and zona pellucida-like domain-containing protein 1,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Selenoprotein S,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,cholesterol,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Total cholesterol,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Omega-6 fatty acids,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Polyunsaturated fatty acids,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Docosahexaenoic acid,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Total esterified cholesterol,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Concentration of large LDL particles,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Concentration of IDL particles,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Phospholipids in very small VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Total fatty acids,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesterol in very small VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Total lipids in large LDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Saturated fatty acids,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Phospholipids in medium LDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Phosphatidylcholines,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Free cholesterol in very small VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Concentration of medium LDL particles,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Phospholipids in large LDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Monounsaturated fatty acids,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Phospholipids in small LDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Free cholesterol in small LDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Phospholipids in IDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Total lipids in IDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Total free cholesterol,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Total lipids in medium LDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Phosphoglycerides,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesteryl esters in IDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Total lipids in small LDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Total lipids in very small VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Free cholesterol in IDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Concentration of small LDL particles,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Total cholines,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Free cholesterol in medium LDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,LDL cholesterol,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesterol in large LDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesterol in IDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesteryl esters in very small VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Concentration of very small VLDL particles,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,VLDL cholesterol,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesteryl esters in large LDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Free cholesterol in large LDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Average diameter for HDL particles,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesteryl esters in medium LDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Triglycerides in large LDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesterol in medium LDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,HDL cholesterol,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Phospholipids in very large HDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Triglycerides in IDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Triglycerides in medium LDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesterol in small LDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Triglycerides in small LDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesterol in small VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesteryl esters in medium VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Triglycerides in LDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesteryl esters in small LDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,CDC123,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Stromelysin-1,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Uncharacterized protein C14orf93,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Apolipoprotein E,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,RAC-beta serine/threonine-protein kinase,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Vacuolar protein sorting-associated protein 29,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Dual specificity protein phosphatase 26,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Neuralized-like protein 4,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Histone-lysine N-methyltransferase 2C,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Protocadherin beta-10,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cadherin-related family member 5,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Platelet-activating factor acetylhydrolase,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cell surface glycoprotein CD200 receptor 2,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Quinone oxidoreductase-like protein 1,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Pregnancy-specific beta-1-glycoprotein 5,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Steroidogenic acute regulatory protein_mitochondrial,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Amyloid beta A4 precursor protein-binding family B member 2,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Collectin-10,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Dermokine,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cytoskeleton-associated protein 2,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Proteasome activator complex subunit 1,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Annexin A9,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Guanine nucleotide-binding protein G(k) subunit alpha,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,RING finger protein 122,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Hemoglobin subunit theta-1,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Tumor necrosis factor receptor type 1-associated DEATH domain protein,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Surfeit locus protein 1,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Histone deacetylase 8,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Ski-like protein,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Pseudokinase FAM20A,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Disintegrin and metalloproteinase domain-containing protein 11,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Heme oxygenase 1,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,sphingomyelin (d18:1/17:0_d17:1/18:0_d19:1/16:0),Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,1-oleoyl-2-linoleoyl-glycerol (18:1/18:2),Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,1-oleoyl-3-linoleoyl-glycerol (18:1/18:2),Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,behenoyl sphingomyelin (d18:1/22:0)*,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,sphingomyelin (d18:2/23:0_d18:1/23:1_d17:1/24:1)*,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,sphingomyelin (d18:1/22:1_d18:2/22:0_d16:1/24:1)*,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesteryl esters in small VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Free cholesterol in small VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Sphingomyelins,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Total lipids in small VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Phospholipids in small VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesteryl esters in small HDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Concentration of small VLDL particles,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Triglycerides in very small VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesterol in small HDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesterol in medium VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Phospholipids in medium VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Triglycerides in small VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Total triglycerides,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Average diameter for LDL particles,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Phospholipids in small HDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Triglycerides in small HDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesteryl esters in chylomicrons and extremely large VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Concentration of large VLDL particles,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Total lipids in large VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Triglycerides in large VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Free cholesterol in large VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesteryl esters in medium HDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Free cholesterol in small HDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesterol in large VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesterol in medium HDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Total lipids in medium HDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Free cholesterol in medium HDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Concentration of medium HDL particles,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Phospholipids in very large VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Growth factor receptor-bound protein 7,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Sodium-coupled monocarboxylate transporter 1,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesterol in chylomicrons and extremely large VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Total lipids in very large VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesterol in very large VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Free cholesterol in very large VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Triglycerides in very large VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Cholesteryl esters in very large VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Concentration of very large VLDL particles,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Total lipids in chylomicrons and extremely large VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Triglycerides in chylomicrons and extremely large VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Concentration of chylomicrons and extremely large VLDL particles,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Phospholipids in chylomicrons and extremely large VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Phospholipids in medium HDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Free cholesterol in chylomicrons and extremely large VLDL,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Glycoprotein acetyls,Coronary atherosclerosis,ukb,806,188,411.40,188,0.0123183050012318
Alzheimer's disease,Leucine-rich repeat neuronal protein 1,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Leucine-rich repeat neuronal protein 1,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,14-3-3 protein epsilon,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,14-3-3 protein epsilon,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Tight junction protein ZO-1,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Tight junction protein ZO-1,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Deoxycytidine kinase,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Deoxycytidine kinase,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Carboxypeptidase E,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Carboxypeptidase E,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Killer cell immunoglobulin-like receptor 2DL5A,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Killer cell immunoglobulin-like receptor 2DL5A,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Trem-like transcript 1 protein,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Trem-like transcript 1 protein,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Moesin,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Moesin,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Tubulin-specific chaperone A,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Tubulin-specific chaperone A,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Cardiotrophin-1,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Cardiotrophin-1,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,ADP-ribosylation factor-like protein 1,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,ADP-ribosylation factor-like protein 1,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,TOMM20-like protein 1,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,TOMM20-like protein 1,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,DNA-directed RNA polymerases I and III subunit RPAC1,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,DNA-directed RNA polymerases I and III subunit RPAC1,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Small nuclear ribonucleoprotein F,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Small nuclear ribonucleoprotein F,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Beta-soluble NSF attachment protein,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Beta-soluble NSF attachment protein,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Zinc finger protein 276,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Epididymal-specific lipocalin-10,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Epididymal-specific lipocalin-10,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Estrogen sulfotransferase,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,PH and SEC7 domain-containing protein 1,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,PH and SEC7 domain-containing protein 1,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Beta-defensin 119,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Beta-defensin 119,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Nuclear receptor-binding protein,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Nuclear receptor-binding protein,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Glutathione S-transferase Mu 1,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Glutathione S-transferase Mu 1,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Protein MENT,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Protein MENT,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Interleukin-22 receptor subunit alpha-1,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Interleukin-22 receptor subunit alpha-1,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
